dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
654_fri_c0_500_10,ok,10,NoRef,0.663092413342881,0.5948370802451182,64,64,64,(((0.5 * (0.0007491783139851028 + (0.9893417119088128 * x_3))) + (-0.01 + (0.3 * (0.04187135150738115 + (1.0510953173290194 * x_4))))) + ((0.01 + (1.0 * cos(((0.02 + (1.0 * (-0.06393432606302606 + (0.9998031220651009 * x_1)))) + ((-0.8 + (0.9 * (-0.027601897422796586 + (1.0061636075716038 * x_0)))) + (-0.7000000000000001 + (0.001 * (((-6.0 + (-20.0 * (-0.04407831859558271 + (1.0230621218787368 * x_2)))) + (0.030000000000000002 + (0.030000000000000002 * inv(((0.09000000000000001 + (0.02 * (-0.040554941512674664 + (0.9867431653933428 * x_5)))) + ((0.02 + (0.02 * (-0.014222167248802433 + (1.0018358309056357 * x_7)))) + (0.02 + (0.1 * (-0.10813174643488255 + (1.0302077368719882 * x_9)))))))))))**2))))))) + (0.1 + (-0.001 * inv(((-0.08 + (-0.1 * (-0.028243686434320705 + (1.024267302083891 * x_6)))) + (-0.6 + (-0.060000000000000005 * (0.012504066596160423 + (0.9932606007852361 * x_8)))))))))),0.4946708559544064*x_3 + 0.31532859519870581*x_4 + 1.0*cos(0.90554724681444344*x_0 + 0.9998031220651009*x_1 + 0.001*(-20.461242437574736*x_2 - 5.0884336280883458 + 0.030000000000000002/(0.01973486330786686*x_5 + 0.020036716618112714*x_7 + 0.10302077368719883*x_9 + 0.11809128318128221))**2 - 1.5687760337435431) + 0.1129359946092069 - 0.001/(-0.1024267302083891*x_6 - 0.059595636047114171*x_8 - 0.67792587535233753),7.9486823081970215,,200
656_fri_c1_100_5,ok,5,NoRef,0.2795582823959263,0.8445337842999351,39,39,39,(((((-0.0632 * (-2.334185930610602e-09 + (1.005037817059757 * x_3))) + (-0.0012 + (-0.0046 * (-7.127749685219048e-09 + (1.0050378135022553 * x_2))))) + (-0.00343 + (0.9770000000000001 * sin((((-2.5 * (-2.4523577450329915e-09 + (1.0050378152122343 * x_1))) + (0.041 + (-0.81 * (-7.127749685219048e-09 + (1.0050378135022553 * x_2))))) + (1.6 + (-0.037200000000000004 * abs((0.0984 + (0.0858 * (-2.4523577450329915e-09 + (1.0050378152122343 * x_1)))))))))))) - (-0.083 + (-0.665 * (-2.334185930610602e-09 + (1.005037817059757 * x_3))))) - ((-0.252 + (-0.31 * (-2.3774765717598145e-09 + (1.005037807353799 * x_4)))) - ((-0.864 + (-0.621 * (2.6302004833736337e-09 + (1.0050378148437342 * x_0)))) - (-0.00173 + (-0.0005899999999999999 * (-7.127749685219048e-09 + (1.0050378135022553 * x_2))))))),-0.62412848301795894*x_0 - 0.0040302016321440438*x_2 + 0.6048317583065618*x_3 + 0.3115617202796777*x_4 - 0.9770000000000001*sin(2.5125945380305858*x_1 + 0.81408062893682685*x_2 + 0.037200000000000004*Abs(0.086232244545209704*x_1 + 0.098399999789587707) - 1.6410000119043717) - 0.53190000374650304,5.554561614990234,,100
657_fri_c2_250_10,ok,10,NoRef,0.1656585105014211,0.8924181613283997,91,83,91,((-0.256 + (0.224 * (0.018254636074701108 + (0.9942750378113397 * x_4)))) - ((-0.07 + (-0.6930000000000001 * exp(((0.00121 + (0.0913 * (0.022131640344706344 + (1.009302535480512 * x_1)))) * (((87.8 * inv((-60.800000000000004 + (-0.037582608011145234 + (0.9993401832171055 * x_6))))) * ((-0.0038499999999999997 + (0.07980000000000001 * (0.01923199185394909 + (1.0038423878099012 * x_7)))) * (-4.71 + (-0.0245 * (-0.027403051165010864 + (0.9906865960511145 * x_9)))))) + ((-0.00228 + (0.862 * (0.022131640344706344 + (1.009302535480512 * x_1)))) * (-5.29 + (0.005 * (-0.006003778824579484 + (1.0087748641396674 * x_5)))))))))) * (((-0.019000000000000003 + (-0.9510000000000001 * (0.022131640344706344 + (1.009302535480512 * x_1)))) + ((-0.41100000000000003 + (0.56 * (0.008202063620804667 + (0.9965091232089126 * x_8)))) * (-0.0674 + (0.915 * (0.021508000057596278 + (0.9976225312856856 * x_2)))))) - (0.0029 + (-0.8420000000000001 * arctan(((2.89 + (-9.24 * (0.009016765386932166 + (0.9975550945917872 * x_0)))) - (0.0075699999999999995 + (-0.864 * (0.004078747777071304 + (0.9820351885905952 * x_3))))))))))),0.2227176084697401*x_4 - (0.6930000000000001*exp((0.09214932148937075*x_1 + 0.0032306187634716893)*((0.8700187855842013*x_1 + 0.016797473977136868)*(0.0050438743206983371*x_5 - 5.290030018894123)*(0.9993401832171055*x_6 - 60.837582608011149) - 87.8*(0.080106622547230126*x_7 - 0.0023152870500548621)*(0.02427182160325231*x_9 + 4.7093286252464572))/(0.9993401832171055*x_6 - 60.837582608011149)) + 0.07)*(0.959846711241967*x_1 - (0.9128246161264024*x_2 - 0.047720179947299406)*(0.5580451089969911*x_8 - 0.40640684437234942) - 0.8420000000000001*atan(-9.217409074028114*x_0 + 0.8484784029422742*x_3 + 2.8026391259041365) + 0.042947189967815738) - 0.25191096151926696,9.934331893920898,,200
659_sleuth_ex1714,ok,7,NoRef,0.6892180743898709,1518.9833844385446,56,56,56,((65.4 + (-0.09490000000000001 * (-1.3342416419238172 + (0.1086628959150872 * x_1)))) * ((((-86.7 + (-0.0805 * inv((-0.0024 + (0.0407 * sin((0.00733 + (-4.5200000000000005 * (-2.7012166664995867 + (0.044775757746126514 * x_3)))))))))) - ((-0.044300000000000006 + (0.544 * (-2.1027705487761197 + (0.0695497648082179 * x_2)))) - (-0.432 + (0.0009699999999999999 * (-2.1195565262766687 + (0.06927618688108722 * x_0)))))) - ((0.0052 + (2.59 * (-1.085177167929372 + (0.031018261473926296 * x_4)))) - ((0.502 + (3.7 * (-2.1195565262766687 + (0.06927618688108722 * x_0)))) - (0.0635 + (-0.0018499999999999999 * (-0.9806249362272483 + (1.5947879644085274 * x_6))))))) - ((-3.08 + (-25.8 * (-1.5864294781793549 + (0.23528616482898382 * x_5)))) + ((-82.3 + (0.056 * (-1.085177167929372 + (0.031018261473926296 * x_4)))) * (2.9 + (-0.0042499999999999994 * (-0.9806249362272483 + (1.5947879644085274 * x_6)))))))),(65.526619531818576 - 0.01031210882234178*x_1)*(0.2563890893612974*x_0 - 0.0378350720556705*x_2 - 0.080337297217469102*x_4 + 6.0703830525877827*x_5 + 0.0029503577341557755*x_6 - (2.9041676559789657 - 0.0067778488487362405*x_6)*(0.0017370226425398726*x_4 - 82.36076992140404) - 128.39599376674226 - 0.0805/(-0.0407*sin(0.20238642501249187*x_3 - 12.216829332578133) - 0.0024)),10.877076625823975,,47
663_rabe_266,ok,2,NoRef,0.9785769691268477,7.6394555596648,40,40,40,((-0.903 + (80.3 * exp(((4.5600000000000005 + (0.918 * (-1.9148542155126762 + (0.06963106238227913 * x_1)))) * (-0.523 + (-0.229 * (-1.9148542155126762 + (0.06963106238227913 * x_1)))))))) - ((26.5 + (-22.8 * (0.14484136487558028 + (0.028968272975116057 * x_0)))) * (2.27 + (-0.08420000000000001 * inv(((0.0796 + (7.63 * (-1.9148542155126762 + (0.06963106238227913 * x_1)))) - (0.07790000000000001 + (-3.5 * (0.14484136487558028 + (0.028968272975116057 * x_0)))))))))),(2.27 - 0.08420000000000001/(0.1013889554129062*x_0 + 0.5312850059767898*x_1 - 14.101692887297188))*(0.66047662383264612*x_0 - 23.19761688083677) - 0.903 + 80.3*exp(-(0.01594551328554192*x_1 + 0.084498384647597153)*(0.06392131526693224*x_1 + 2.8021638301593637)),7.0691564083099365,,120
665_sleuth_case2002,ok,6,NoRef,0.32021686507304636,7.919321235592777,55,55,55,(0.7210000000000001 + (4.53 * log((-0.025800000000000003 + (77.60000000000001 * abs(((-0.06480000000000001 + (-7.86 * inv((34.0 + (-0.7071067811865475 + (2.1213203435596424 * x_1)))))) * (((-0.87 + tan(((-0.0010199999999999999 + (0.00819 * (-0.6642111641550715 + (2.1697564695732336 * x_3)))) + ((-40.4 + (-0.0651 * (-7.778182412958265 + (0.1365408185699624 * x_4)))) - ((-0.008499999999999999 + (-0.0023899999999999998 * (-0.5694947974514993 + (2.3254370895936227 * x_0)))) + (70.10000000000001 + (-11.0 * (-0.5694947974514993 + (2.3254370895936227 * x_0))))))))) * (0.042600000000000006 + (0.025200000000000004 * (-1.9995832060131968 + (0.0717974429125403 * x_5))))) * (25.6 + (0.8360000000000001 * arctan((-0.06340000000000001 + (-0.7050000000000001 * (-0.9151502608861564 + (2.0078669903024626 * x_2))))))))))))))),4.53*log(77.60000000000001*Abs((0.06480000000000001 + 7.86/(2.1213203435596424*x_1 + 33.29289321881345))*(0.0018092955613960158*x_5 - 0.0077894967915325613)*(tan(25.585365780173978*x_0 + 0.017770305485804782*x_3 - 0.008888807288904553*x_4 - 116.25740407888326) - 0.87)*(0.8360000000000001*atan(1.4155462281632363*x_2 - 0.5817809339247403) - 25.6)) - 0.025800000000000003) + 0.7210000000000001,9.849371433258057,,147
666_rmftsa_ladata,ok,10,NoRef,0.18528594896820982,3.102125601707548,68,68,68,((6.0 + (1.4000000000000001 * cos(((-0.9 + (0.9 * (-3.2431091529575657 + (0.9419701858187693 * x_5)))) * (9.0 + (9.0 * (-2.2523529244541303 + (0.24606332236205597 * x_4)))))))) + (0.01 + (0.030000000000000002 * abs(((0.07 + (0.6 * inv((0.060000000000000005 + (-0.15 * (-3.8354583612121833 + (0.07161043279702374 * x_7))))))) - ((0.9 + (1.0 * (-11.545971418891767 + (0.06591093670668177 * x_0)))) * ((-80.0 + (50.0 * cos(((0.09000000000000001 + (0.9 * (-1.860383418830298 + (0.22141754360553986 * x_8)))) + ((0.08 + (0.9 * (-7.906331305186756 + (0.10670741666151873 * x_2)))) + ((0.08 + (-0.9 * (-5.011682575607894 + (0.08680026844289343 * x_3)))) + ((0.9 + (-0.9 * (-2.8651998268107124 + (0.2441512028573268 * x_6)))) + (0.8 + (9.0 * (-3.3483486236896987 + (0.06797828569246922 * x_9))))))))))) + (0.01 + (0.01 * (-9.53752739277275 + (0.10189589818207269 * x_1))))))))))),1.4000000000000001*cos((2.2145699012585037*x_4 - 11.271176320087173)*(0.8477731672368924*x_5 - 3.8187982376618092)) + 0.030000000000000002*Abs((0.06591093670668177*x_0 - 10.645971418891767)*(0.0010189589818207269*x_1 + 50.0*cos(0.096036674995366859*x_2 - 0.07812024159860409*x_3 - 0.2197360825715941*x_6 + 0.19927578924498588*x_8 + 0.611804571232223*x_9 - 29.885986702645891) - 80.0853752739277) - 0.07 + 0.6/(0.01074156491955356*x_7 - 0.63531875418182748)) + 6.01,10.046056747436523,,200
678_visualizing_environmental,ok,3,NoRef,0.1697865389742833,3.228377426381055,60,60,60,((9.41 + (-1.59 * (-1.2708878931061365 + (0.03018800687669188 * x_0)))) - (0.009089999999999999 + (-0.735 * tan(((2.92 + (-0.0323 * (-1.2708878931061365 + (0.03018800687669188 * x_0)))) - (-0.08660000000000001 + (-1.18 * cos(((((6.890000000000001 + arctan(((-0.007679999999999999 + (2.87 * (-8.199984227605405 + (0.1054080196021077 * x_2)))) * (-9.75 + (-0.00404 * inv((0.08720000000000001 + (0.7120000000000001 * ((-0.00802 + (0.464 * (-8.199984227605405 + (0.1054080196021077 * x_2)))))**2)))))))) + (-43.4 + (-0.8550000000000001 * (-2.0365904670492747 + (0.011020403736287696 * x_1))))) * (0.095 + (0.7000000000000001 * (-8.199984227605405 + (0.1054080196021077 * x_2))))) + (0.9610000000000001 + (20.5 * (-1.2708878931061365 + (0.03018800687669188 * x_0))))))))))))),-0.04799893093394009*x_0 + 0.735*tan(-0.0009750726221171478*x_0 + 1.18*cos(0.6188541409721835*x_0 + (0.0737856137214754*x_2 - 5.644988959323784)*(-0.0094224451945259811*x_1 + atan((-9.75 - 0.00404/(0.7120000000000001*(0.04890932109537798*x_2 - 3.812812681608908)**2 + 0.08720000000000001))*(0.3025210162580491*x_2 - 23.54163473322751)) - 34.768715150672867) - 25.092201808675798) + 3.0476496789473282) + 11.421621750038757,7.21253514289856,,111
687_sleuth_ex1605,ok,5,BFGS,0.31870699855921014,12.580596893824145,59,57,59,((((((5.218854428040679 + (0.7194170234429897 * (-4.273294241464471 + (0.34678565833873976 * x_0)))) * (-1.2882695530795476 + (-0.26116094681455815 * (-8.688995392983172 + (0.07749104061636315 * x_3))))) - (-0.487037817664284 + (-7.695622303392876 * (-8.688995392983172 + (0.07749104061636315 * x_3))))) * (0.07277191961696572 + (0.2470873027811221 * (-8.4556341730914 + (0.07385873749389502 * x_4))))) + (-5.104395832541853 + (8.441119307386586 * (-8.4556341730914 + (0.07385873749389502 * x_4))))) - ((0.01799583254185251 + (39.389586396526546 * abs((0.5916557686348631 + (0.18271726421410955 * sin((8.03511830749823 + (3.6105943948689 * (-5.422613168093948 + (0.06312467450653864 * x_1)))))))))) + (0.03513583254185252 + (-45.39924047102741 * sqrt((8.573166221533647 + (-0.3578956572301381 * (-8.944849837562757 + (0.07735816570356965 * x_2))))))))),0.6234504150789148*x_4 + 45.39924047102741*sqrt(11.77448913297306 - 0.02768615155659699*x_2) - (0.01824955623418545*x_4 - 2.016507921516072)*(-0.5963417804804075*x_3 + (0.24948350609477376*x_0 + 2.144573804550241)*(0.020237633537014782*x_3 - 0.98095671061927138) + 66.38018892265496) - 39.389586396526546*Abs(0.18271726421410955*sin(0.2279175959512322*x_1 - 11.54373840276407) + 0.5916557686348631) - 76.53254437230519,6.899879693984985,,62
690_visualizing_galaxy,ok,4,NoRef,0.8446458513828174,38.5787434882314,29,29,29,(((30.0 + (0.00041221357154477725 + (0.041221155529185684 * x_3))) + (0.1 + (-0.9 * (-0.014811247445722082 + (0.04714572537817882 * x_1))))) * (52.800000000000004 + (1.5 * sin(((0.006 + (3.0 * (0.048534005474465805 + (0.08506574559780157 * x_0)))) + (0.01 + (0.9 * cos((0.02 + (-90.0 * (-2.3138420620132027 + (0.025977793443507386 * x_2)))))))))))),(1.5*sin(0.2551972367934047*x_0 + 0.9*cos(2.3380014099156647*x_2 - 208.26578558118824) + 0.16160201642339742) + 52.800000000000004)*(-0.04243115284036094*x_1 + 0.041221155529185684*x_3 + 30.113742336272695),9.55872368812561,,200
706_sleuth_case1202,ok,6,NoRef,0.6096063308667901,56.51869531499345,64,56,64,((((-9.31 + (-3.4018077595745577 + (0.007170790852930344 * x_4))) - (((0.07500000000000001 + (-69.4 * cos((32.3 * (-1.3806701271484079 + (2.1049560954885562 * x_2)))))) + ((-26.8 + (-2.35 * (-7.68010058678442 + (0.0014169083984426412 * x_0)))) + (-81.8 + (-0.0042699999999999995 * (-8.067036718120427 + (0.09804422566455824 * x_3)))))) - ((0.24600000000000002 + (-0.00165 * (-7.68010058678442 + (0.0014169083984426412 * x_0)))) + (0.40900000000000003 + (-0.53 * (-2.1314423186227427 + (1.011347630775077 * x_5))))))) * (((6.74 + (0.8300000000000001 * (-8.067036718120427 + (0.09804422566455824 * x_3)))) + (-0.05890000000000001 + (-0.0337 * (-1.3806701271484079 + (2.1049560954885562 * x_2))))) - (-7.01 + (-9.93 * (-3.4018077595745577 + (0.007170790852930344 * x_4)))))) * (0.07100000000000001 + (-0.007549999999999999 * inv(((9.84 + (0.007679999999999999 * (-7.68010058678442 + (0.0014169083984426412 * x_0)))) + (0.0471 + (8.9 * (-5.8387321233516065 + (0.0005617999057339651 * x_1))))))))),-(7.7261181150280339e-7*x_0 + 0.0003550013604332926*x_1 - 2.9992485339938425)*(0.070937020417964346*x_2 - 0.08137670730158335*x_3 - 0.07120595316959831*x_4 + 26.737962945330411)*(0.0033273968374827766*x_0 + 0.00041864884358766364*x_3 + 0.007170790852930344*x_4 - 0.5360142443107908*x_5 + 69.4*cos(67.990081884280359*x_2 - 44.595645106893571) + 79.527846209533927)/(1.0881856500039483e-5*x_0 + 0.00500001916103229*x_1 - 42.136599070335804),9.505002975463867,,93
712_chscase_geyser1,ok,2,NoRef,0.5878031643840299,8.103623656389885,74,74,74,(((-6.03 + cos((-47.300000000000004 * (-1.5024884050165992 + (0.13469192335424468 * x_0))))) + ((15.1 + (-0.0205 * (-1.5024884050165992 + (0.13469192335424468 * x_0)))) - (2.31 + (-0.9570000000000001 * arctan((5.38 + (99.7 * ((((-9.83 * sqrt((77.8 + (-1.5024884050165992 + (0.13469192335424468 * x_0))))) * (-0.677 + (0.138 * inv((-0.00196 + (8.26 * sin((-0.00981 + (65.2 * (-1.5024884050165992 + (0.13469192335424468 * x_0))))))))))) + (-0.793 + (-0.01 * (-1.5024884050165992 + (0.13469192335424468 * x_0))))))**3))))))) * (-0.0096 + (8.09 * sqrt(((0.663 + (-0.343 * (-3.3935425619618167 + (0.94461866768293 * x_1)))) - (-0.435 + (-0.65 * (-3.3935425619618167 + (0.94461866768293 * x_1))))))))),(8.09*sqrt(0.28999793097866*x_1 + 0.056182433477722322) - 0.0096)*(-0.0027611844287620161*x_0 + cos(6.3709279746557739*x_0 - 71.067701557285148) + 0.9570000000000001*atan(99.7*(-0.0013469192335424468*x_0 - 9.83*(-0.677 + 0.138/(8.26*sin(8.7819134026967535*x_0 - 97.972054007082272) - 0.00196))*sqrt(0.13469192335424468*x_0 + 76.297511594983398) - 0.77797511594983405)**3 + 5.38) + 6.7908010123028396),6.841095447540283,,200
feynman_III_10_19,ok,4,NoRef,0.9932592442597858,0.5907178848151492,63,61,63,(((2.7800000000000002 + (-2.673971965623433 + (0.8898553227888648 * x_0))) + ((0.061500000000000006 + (-0.109 * (-2.7632761273837882 + (0.8839173948987078 * x_3)))) * (-0.00165 + (0.8200000000000001 * (-2.6890810491196837 + (0.8961237359346407 * x_2)))))) * ((-0.231 + (-0.00573 * ((0.00763 + (-0.008539999999999999 * (-2.6890810491196837 + (0.8961237359346407 * x_2)))))**3)) - (((((0.09350000000000001 + (0.0476 * (-2.673971965623433 + (0.8898553227888648 * x_0)))) - (-0.0285 + (-0.7090000000000001 * (-2.6890810491196837 + (0.8961237359346407 * x_2))))) - (8.52 + (-0.742 * (-2.7632761273837882 + (0.8839173948987078 * x_3))))) * (-1.0 + (0.08610000000000001 * (-2.5928212263706856 + (0.8757205925655337 * x_1))))) + (-14.4 + (-0.782 * ((-0.031000000000000003 + (0.34700000000000003 * (-2.5928212263706856 + (0.8757205925655337 * x_1)))))**2))))),(0.8898553227888648*x_0 - (0.7348214634664055*x_2 - 2.2066964602781409)*(0.09634699604395915*x_3 - 0.36269709788483292) + 0.10602803437656722)*(-(0.07539954301989246*x_1 - 1.2232419075905161)*(0.04235711336474997*x_0 + 0.6353517287776603*x_2 + 0.6558667070148412*x_3 - 12.482190415908302) + 0.782*(0.30387504562024022*x_1 - 0.93070896555062799)**2 + 0.00573*(0.007652896704881831*x_2 - 0.030594752159482096)**3 + 14.169),9.212162494659424,,200
feynman_III_12_43,ok,2,NoRef,0.9998581266443199,0.009756462445204903,11,11,11,((-0.14100000000000001 + (-0.053200000000000004 * (-2.6600860698602395 + (0.8787782072695123 * x_0)))) * (-10.1 + (-3.9 * (-2.5465486207773664 + (0.8639978684630047 * x_1))))),(0.046751000626738058*x_0 - 0.00051657891656474181)*(3.369591687005718*x_1 + 0.16846037896827092),4.662120580673218,,200
feynman_III_13_18,ok,4,NoRef,0.9886079738907999,59.008342677825475,39,33,39,((((-0.0025299999999999997 + inv((2.41 + (-2.4699294639154807 + (0.8560964559950999 * x_3))))) * (-0.00598 + (-0.00231 * (-2.559111498086225 + (0.8438989755780321 * x_0))))) * (91.3 + (44.800000000000004 * (-2.538907955679724 + (0.8360455927136513 * x_1))))) * ((-33.9 + (-13.3 * (-2.557360784962865 + (0.8860604608557809 * x_2)))) * (52.2 + (9.75 * (-2.538907955679724 + (0.8360455927136513 * x_1)))))),-(0.001949406633585254*x_0 + 6.845243942082036e-5)*(8.1514445289581*x_1 + 27.44564743212269)*(37.454842553571581*x_1 - 22.443076414451648)*(11.78460412938189*x_2 - 0.1128984400061075)*(0.0021659240336676025*x_3 - 1.0001516215437062)/(0.8560964559950999*x_3 - 0.059929463915480558),11.827296495437622,,200
feynman_III_14_14,ok,5,NoRef,0.913079107244797,2.095244030310382,38,36,38,((0.02 + (0.0076 * (-2.668504578371374 + (0.895141141763398 * x_0)))) * (-0.09000000000000001 + (9.0 * inv(((0.02 + (0.006 * (-5.1655723252122225 + (3.434279417769823 * x_4)))) * (-1.0 + (9.0 * exp(((-1.2 + (-0.2 * (-4.857485252493451 + (3.2877290201094715 * x_1)))) + ((0.1 + (0.18000000000000002 * (-5.170473117636555 + (3.4111455044222505 * x_3)))) + (0.01 + (-0.16 * (-5.111852970749168 + (3.3644339378306247 * x_2)))))))))))))),-(0.09000000000000001 - 9.0/((0.02060567650661894*x_4 - 0.010993433951273335)*(7.1415721556499112*exp(-0.65754580402189434*x_1 - 0.53830943005289996*x_2 + 0.61400619079600516*x_3) - 1.0)))*(0.00680307267740183*x_0 - 0.0002806347956224422),10.496140956878662,,200
feynman_III_15_12,ok,3,BFGS,5.98532056139689e-08,4.894566060041251,35,35,35,((0.08665385998932303 + (7.103349143665923e-10 * sin(((-0.6622476009921073 + (-7.807440511398654 * (-2.7555269573611176 + (0.9149371100073108 * x_1)))) + (-0.6682476009921136 + (1.4281277463830027 * (((8.36956594961086 + (-59.21666797341982 * abs((-0.4524307677615034 * (-2.7555269573611176 + (0.9149371100073108 * x_1)))))) + ((0.8775659496108874 + (-0.6670350404461057 * (-2.433749339868416 + (0.8313595104823411 * x_2)))) + (53.87956594961085 + (0.008124959553844329 * (-2.433749339868416 + (0.8313595104823411 * x_2)))))))**2)))))) * (73.70740870829671 + (3.916486132084018e-06 * (-2.6957874627590446 + (0.884057098270909 * x_0))))),(3.462397365348453e-6*x_0 + 73.707398150282496)*(7.103349143665923e-10*sin(-7.143317058053085*x_1 + 1.4281277463830027*(0.5477911623024702*x_2 + 59.21666797341982*Abs(0.4139456991340987*x_1 - 1.2466851769064099) - 64.73031982323678)**2 + 20.18311759516804) + 0.08665385998932303),5.402101755142212,,200
feynman_III_15_14,ok,3,NoRef,0.9468288199040663,0.004895275904805757,39,39,39,((0.001 + (0.0005 * (-2.34578704306449 + (0.8008218224036182 * x_0)))) * (-0.1 + (0.9 * (((0.01 + (0.002 * (-2.34578704306449 + (0.8008218224036182 * x_0)))) * (0.01 + (-9.0 * inv(((0.02 + (0.0075 * (-2.600944791990059 + (0.8402356442102845 * x_2)))) * (-2.4 + (-0.5 * (-2.7086572108381093 + (0.888939095052541 * x_1))))))))))**2))),(0.0004004109112018091*x_0 - 0.000172893521532245)*(0.9*(0.01 + 9.0/((0.44446954752627*x_1 + 1.0456713945809453)*(0.006301767331577133*x_2 + 0.0004929140600745587)))**2*(0.001601643644807236*x_0 + 0.00530842591387102)**2 - 0.1),7.127850294113159,,200
feynman_III_15_27,ok,3,NoRef,0.9974778821600672,0.1362799289272898,39,25,39,((0.02 + (0.0078 * (-2.4879626933927046 + (0.833693497064789 * x_0)))) * (-20.0 + (9.0 * inv(((0.02 + (0.0075 * (-2.4893777348254535 + (0.8762245096472185 * x_1)))) * (3.4 + (1.26 * (-2.533070086737555 + (0.8625339673768139 * x_2))))))))),-(0.00650280927710535*x_0 + 0.00059389099153690542)*(20.0*(0.006571683822354138*x_1 + 0.0013296669888090999)*(1.086792798894786*x_2 + 0.2083316907106806) - 9.0)/((0.006571683822354138*x_1 + 0.0013296669888090999)*(1.086792798894786*x_2 + 0.2083316907106806)),6.540491104125977,,200
