dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
feynman_test_1,ok,7,NoRef,0.8454035982600829,3.414082533184976,38,38,38,(0.02 + (0.001 * exp(((6.0 + (0.4 * (-5.301254421293182 + (3.571895589168692 * x_2)))) + (((0.4 * (-5.46455807631665 + (3.5498345168665297 * x_4))) + (0.1 + (0.4 * (-5.138990131434707 + (3.418222117248415 * x_3))))) + (((0.43 * (-5.207970175488111 + (3.4354126422346773 * x_1))) + (0.1 + (0.4 * (-5.227781264550111 + (3.4955479802810143 * x_0))))) + (-0.1 + (0.9 * (((1.1 + (-0.5 * (-3.366539535406591 + (1.6550803839109154 * x_6)))) + (-0.2 + (-0.3 * (-3.537848367214543 + (1.7762555305867092 * x_5))))))**2)))))))),1.012790561439286e-5*exp(1.3982191921124058*x_0 + 1.4772274361609112*x_1 + 1.428758235667477*x_2 + 1.367288846899366*x_3 + 1.419933806746612*x_4 + 0.9*(0.53287665917601274*x_5 + 0.8275401919554577*x_6 - 3.644624277867658)**2) + 0.02,8.923373699188232,,200
feynman_test_10,ok,3,NoRef,0.9793974535485901,0.07258240070317469,47,41,47,((-0.0724 + (0.62 * sqrt((13.5 + (5.65 * (-3.3460345348848217 + (1.6375695874502416 * x_2))))))) - (((2.0 + (-3.3845826183045533 + (1.6813002149621212 * x_1))) * (0.004229999999999999 + (-0.0018599999999999999 * (-3.3460345348848217 + (1.6375695874502416 * x_2))))) * (0.515 + (-0.29600000000000004 * inv((0.012600000000000002 + (0.00249 * (-8.116061002775346 + (1.6342484134069302 * x_0))))))))),((0.002095678452932377*x_0 - 0.299918630826909)*(1.6813002149621212*x_1 - 1.3845826183045533)*(0.0030458794326574492*x_2 - 0.010453624234885767) + (0.0040692785493832562*x_0 - 0.0076089918969106097)*(0.62*sqrt(9.2522681690938656*x_2 - 5.4050951220992438) - 0.0724))/(0.0040692785493832562*x_0 - 0.0076089918969106097),5.0116283893585205,,200
feynman_test_11,ok,4,NoRef,0.9531375708974826,0.24857729270452794,52,48,52,((-55.1 + (0.248 * (-3.346469913588077 + (1.6850115584239587 * x_2)))) * ((-0.5640000000000001 + (-0.17300000000000001 * (-3.3954474918985897 + (1.6980452382715512 * x_0)))) * (((0.615 + (-3.665844595981015 + (1.777098795308299 * x_1))) - (5.5600000000000005 + (0.5840000000000001 * (-3.346469913588077 + (1.6850115584239587 * x_2))))) * (((0.301 * (-3.346469913588077 + (1.6850115584239587 * x_2))) * (0.0223 + (0.00844 * (-5.236612109883896 + (3.481438590813907 * x_3))))) + (-0.00984 + (-0.00438 * cos(((4.75 + (0.298 * (-3.346469913588077 + (1.6850115584239587 * x_2)))) + (0.8130000000000001 + (0.5920000000000001 * (-5.236612109883896 + (3.481438590813907 * x_3)))))))))))),-(0.29376182622097837*x_0 - 0.023412416098455954)*(0.41788286648914175*x_2 - 55.92992453856984)*(-1.777098795308299*x_1 + 0.98404675011959205*x_2 + 6.6565061664455782)*(-(0.50718847908561155*x_2 - 1.007287443990011)*(0.02938334170646937*x_3 - 0.02189700620742008) + 0.00438*cos(0.50213344441033967*x_2 + 2.061011645761833*x_3 + 1.465677596699486) + 0.00984),11.963696002960205,,200
feynman_test_12,ok,5,NoRef,0.9978298556103501,0.6755106096525381,41,41,41,(((2.4 + (-2.5428592207713114 + (0.8562284556356499 * x_2))) * (0.02 + (0.0073999999999999995 * (-2.6977268572244775 + (0.8745901392683244 * x_0))))) * ((0.02 + (0.2 * (-2.853922264819424 + (0.932495105440568 * x_4)))) + (0.02 + (0.9 * ((0.1 + (-9.0 * inv(((0.07 + (-0.0036 * (-8.932695855907657 + (1.8116048195913816 * x_3)))) * (7.8 + (2.1 * (-3.5635370620943165 + (1.7939317028206654 * x_1)))))))))**2)))),(0.0064719670305856002*x_0 + 3.6821256538868252e-5)*(0.8562284556356499*x_2 - 0.14285922077131149)*(0.186499021088114*x_4 + 0.9*(0.1 + 9.0/((3.7672565759233975*x_1 + 0.31657216960193486)*(0.0065217773505289736*x_3 - 0.1021577050812676)))**2 - 0.5307844529638848),11.382699966430664,,200
feynman_test_13,ok,5,NoRef,0.9413227043237041,0.0037006888754750962,47,43,47,((0.02 + (0.007699999999999999 * (-2.6250159024465325 + (0.8809471830218581 * x_0)))) * (-0.1 + (0.7000000000000001 * inv(((0.02 + (0.0075 * (-2.6325494804343417 + (0.8669522048421392 * x_4)))) * ((50.0 + (3.6 * (-8.806647690247798 + (1.7455943517050234 * x_2)))) + ((0.3 + (0.09000000000000001 * (-3.5940895997809497 + (1.8135393947013234 * x_1)))) * (30.0 + (-0.006999999999999999 * ((8.8 + (-75.4 * (-1.746642865264792 + (0.5896839391773017 * x_3)))))**2))))))))),-(0.1 - 0.7000000000000001/((0.006502141536316044*x_4 + 0.00025587889674243841)*(6.2841396661380844*x_2 - (0.16321854552311913*x_1 - 0.023468063980285522)*(0.006999999999999999*(140.4968720409653 - 44.46216901396855*x_3)**2 - 30.0) + 18.29606831510793)))*(0.006783293309268306*x_0 - 0.00021262244883829708),11.583277702331543,,200
feynman_test_14,ok,5,BFGS,0.0030294463704122476,13.31007100737188,72,61,72,(((3.1597272541832147 + (-2.82933830080293 + (0.9019774465276317 * x_2))) * ((-0.007251544124111914 + (-0.11372862461801984 * (-1.8362504524212548 + (0.5886238536748217 * x_1)))) * (((3.48149230810067 + (-2.4971016599479787 + (0.8755177320464741 * x_0))) - (-1.644092308100646 + (0.6385406504997656 * arctan(((-0.3086162502071897 + (21.353645251351736 * (-2.4971016599479787 + (0.8755177320464741 * x_0)))) - (((0.4102016326999699 + (-2.7717036158853623 + (0.8910307375402117 * x_4))) - (4.174798367300054 + (-0.024868852210504847 * (-2.7343051092784583 + (0.8676802164640326 * x_3))))) * (-0.39690861283990475 + (49.30871554294627 * (-2.82933830080293 + (0.9019774465276317 * x_2)))))))))) * (-0.4710134501669523 + (-2.9440857077030605e-06 * exp(((0.28970137276475344 + (2.1470914255164826 * (-2.7343051092784583 + (0.8676802164640326 * x_3)))) - (-3.774701372764399 + (3.9586738701278326 * (-2.82933830080293 + (0.9019774465276317 * x_2))))))))))) * (-0.009824798319992186 + (-0.29593360146050635 * (-1.8362504524212548 + (0.5886238536748217 * x_1))))),-(0.066943381295796035*x_1 - 0.20158269428397407)*(0.17419357692355209*x_1 - 0.53358341124851391)*(0.9019774465276317*x_2 + 0.33038895338028467)*(0.4710134501669523*exp(3.57063454901356*x_2 - 1.8629887528602099*x_3) + 0.035377298387001084)*(0.8755177320464741*x_0 + 0.6385406504997656*atan(-18.695495061388433*x_0 + (44.47534933698402*x_2 - 139.90794606189453)*(0.021578211069222881*x_3 + 0.8910307375402117*x_4 - 6.6042993801465207) + 53.630839253297882) + 2.6284829562533374)*exp(-3.57063454901356*x_2 + 1.8629887528602099*x_3),13.240756750106812,,200
feynman_test_15,ok,4,NoRef,0.945754235915541,0.30811246616230525,53,53,53,((9.65 + (3.88 * (-2.6083629970816253 + (0.8614753242282561 * x_2)))) * (0.25 + (-0.56 * inv((((-0.224 * sqrt((77.5 + (-3.44398841134359 + (1.7062541540257399 * x_1))))) * ((0.5800000000000001 + (0.037000000000000005 * ((-0.905 + (7.3 * (-1.6328865507846893 + (0.5623491845950379 * x_3)))))**2)) - (-1.8 + (0.259 * (-3.44398841134359 + (1.7062541540257399 * x_1)))))) + ((-0.0256 + (0.273 * (-2.775585808642215 + (0.2230513956628074 * x_0)))) * (-3.54 + (-2.39 * (-1.6328865507846893 + (0.5623491845950379 * x_3)))))))))),(0.25 + 0.56/((0.06089303101594642*x_0 - 0.7833349257593247)*(1.344014551182141*x_3 - 0.36259885637540759) + 0.224*sqrt(1.7062541540257399*x_1 + 74.0560115886564)*(-0.44191982589266665*x_1 + 0.037000000000000005*(4.105149047543777*x_3 - 12.825071820728232)**2 + 3.27199299853799)))*(3.342524258005634*x_2 - 0.47044842867670553),6.190737247467041,,200
feynman_test_16,ok,6,NoRef,0.9437885056457912,6.220195322914736,56,58,56,(((4.08 * (-2.497958180791681 + (0.846442877452173 * x_5))) + (0.00773 + (0.75 * (-2.8339070085508693 + (0.8963785096562519 * x_3))))) + (((0.5660000000000001 + (-90.8 * exp(((-0.00959 + (0.451 * (-2.5646829966487252 + (0.8976314789223115 * x_1)))) + (0.0006299999999999999 + (-0.0087 * (-2.497958180791681 + (0.846442877452173 * x_5)))))))) * (-0.464 + (-0.08650000000000001 * (-2.4906875140014773 + (0.8274788980025466 * x_0))))) - ((0.00033999999999999997 + (-0.00991 * (-2.4906875140014773 + (0.8274788980025466 * x_0)))) + ((-0.48700000000000004 + (-0.263 * (-2.754039946388614 + (0.9247900733006543 * x_4)))) * ((0.09200000000000001 + (-4.21 * (-2.635665760890794 + (0.8730170310102188 * x_2)))) - ((-2.22 + (-7.890000000000001 * (-2.754039946388614 + (0.9247900733006543 * x_4)))) - ((0.0644 + (15.9 * (-2.8339070085508693 + (0.8963785096562519 * x_3)))) + (-1.1 + (1.2 * (-2.5646829966487252 + (0.8976314789223115 * x_1))))))))))),0.008200315879205237*x_0 + 0.6722838822421889*x_3 + 3.45348694000487*x_5 + (0.07157692467722029*x_0 + 0.24855553003887221)*(28.926539348811451*exp(0.4048317969939625*x_1 - 0.0073640530338339*x_5) - 0.5660000000000001) + (0.2432197892780721*x_4 - 0.23731250590020548)*(1.077157774706774*x_1 - 3.675401700553021*x_2 + 14.25241830353441*x_3 + 7.296593678342163*x_4 - 57.493563355593217) - 12.334392347306965,12.515800952911377,,200
feynman_test_17,ok,6,NoRef,0.9774202638936602,164.87867575517512,54,44,54,((0.2 + (0.07 * (-2.609026883475403 + (0.9049875073710979 * x_0)))) * (0.2 + (0.006 * (((0.3 + (0.1 * (-2.7108630841762187 + (0.8830372164530217 * x_4)))) * (((4.0 + (-2.765478966339881 + (0.9329498472453334 * x_1))) + (-0.1 + (0.04 * (-2.4807409694030844 + (0.8117468840952684 * x_2))))) * ((60.0 + (6.2 * (-2.58308061810788 + (0.8667775591446114 * x_5)))) + (-3.0 + (9.0 * exp((-0.4 + (-0.8 * (-2.781416348213264 + (0.8769741774113623 * x_3)))))))))))**3))),(0.06334912551597686*x_0 + 0.01736811815672178)*(0.006*(0.08830372164530217*x_4 + 0.028913691582378104)**3*((5.374020866696591*x_5 + 40.9849001677311)*exp(0.7015793419290899*x_3) + 55.83258479814928)**3*(0.9329498472453334*x_1 + 0.03246987536381074*x_2 + 1.0352913948839956)**3 + 0.2*exp(2.10473802578727*x_3))*exp(-2.10473802578727*x_3),11.451571702957153,,200
feynman_test_18,ok,5,NoRef,0.8075741978279298,0.3414780978416355,86,86,86,(-0.216 + (0.08650000000000001 * abs(((0.0063999999999999994 + (17.900000000000002 * exp(((0.64 + (0.0036 * (((2.48 + (0.7110000000000001 * (-2.689919738378074 + (0.9109270103670807 * x_1)))) - (-0.062200000000000005 + (2.43 * (-2.391519112253692 + (0.8163618698332834 * x_2))))))**3)) - (-7.390000000000001 + (0.753 * sqrt((-0.007699999999999999 + (98.2 * sqrt(((2.29 + (-0.00122 * (-2.689919738378074 + (0.9109270103670807 * x_1)))) - ((0.0036599999999999996 + (-0.636 * (-2.8325456789844874 + (0.8985308040340149 * x_0)))) * (0.8210000000000001 + (-0.00469 * (-2.649399129385902 + (0.8900528640090624 * x_3)))))))))))))))) - (-0.0052699999999999995 + (-2.79 * (((-0.859 + (-0.49300000000000005 * (-2.649399129385902 + (0.8900528640090624 * x_3)))) + (0.00469 + (-0.609 * ((-0.0034 + (-0.06180000000000001 * abs((-9.83 + (-3.4 * (-2.6338575830760558 + (0.8934994887606297 * x_4))))))))**2))))**2)))))),0.08650000000000001*Abs(2.79*(-0.43879606195646781*x_3 - 0.609*(-0.06180000000000001*Abs(3.037898261786141*x_4 + 0.87488421754141059) - 0.0034)**2 + 0.45184377078724983)**2 + 54984.175951570621*exp(-0.753*sqrt(98.2*sqrt(-0.001111330952647838*x_1 - (0.83342568191682 - 0.004174347932202502*x_3)*(1.805159051834134 - 0.5714655913656335*x_0) + 2.293281702080821) - 0.007699999999999999) + 0.0036*(0.6476691043709945*x_1 - 1.983759343694879*x_2 + 6.4410585087896611)**3) + 0.011669999999999999) - 0.216,9.093068838119507,,200
feynman_test_19,ok,6,NoRef,0.8790488034549808,5.4344163919032145,99,59,99,(((2.1 + (-2.563942402759304 + (0.8359465135192651 * x_4))) * (0.01 + (0.0046 * (-2.586608786405093 + (0.8513854795762903 * x_5))))) * ((0.1 + (0.05 * (-2.5340806714331805 + (0.8433488361089256 * x_3)))) * ((-0.01 + (9.0 * inv(((0.02 + (0.008 * (-2.470148202109449 + (0.8643710414180056 * x_0)))) * (0.2 + (-0.060000000000000005 * (-2.586608786405093 + (0.8513854795762903 * x_5)))))))) + ((0.9 + (-9.0 * inv((2.0 + (-2.510605559071305 + (0.8605237995995644 * x_2)))))) * ((90.0 + (30.0 * (-2.469934740574904 + (0.8197279678209497 * x_1)))) + (0.02 + (-99.0 * (-2.5340806714331805 + (0.8433488361089256 * x_3))))))))),-(0.04216744180544628*x_3 - 0.026704033571659026)*(0.8359465135192651*x_4 - 0.4639424027593039)*(0.003916373206050935*x_5 - 0.001898400417463427)*(7.74471419639608*x_2 - (0.006914968331344045*x_0 + 0.000238814383124408)*(0.774471419639608*x_2 - 9.459545003164175)*(0.051083128774577422*x_5 - 0.3551965271843056)*(24.59183903462849*x_1 - 83.49153477478363*x_3 + 266.79594425463775) + 0.01*(0.006914968331344045*x_0 + 0.000238814383124408)*(0.8605237995995644*x_2 - 0.510605559071305)*(0.051083128774577422*x_5 - 0.3551965271843056) - 4.595450031641745)/((0.006914968331344045*x_0 + 0.000238814383124408)*(0.8605237995995644*x_2 - 0.510605559071305)*(0.051083128774577422*x_5 - 0.3551965271843056)),16.140870809555054,,200
feynman_test_2,ok,6,BFGS,0.11535057245829017,1.777156023543097,62,62,62,((-0.036539860530795935 + (-0.11933636810118217 * (-1.6813708131974574 + (0.5715451023570847 * x_5)))) - (0.754639860530796 + (-0.822073791486517 * ((((((-0.9066762741019382 * cos((0.7400786118459661 + (-47.49850688906095 * (-3.374365183451518 + (1.6756185087337063 * x_3)))))) - ((-51.79951020828703 + (-0.886092599542058 * (-3.374365183451518 + (1.6756185087337063 * x_3)))) * (-0.02414276705412742 + (0.0009096241242467287 * ((-7.633382665978467 + (-0.0018566383506959758 * (-1.5805657668478423 + (0.5708335569588892 * x_4)))))**2)))) + (1.7499838847080567 + (0.7388854175115316 * (-3.484219578395549 + (1.7515960242856556 * x_1))))) * (-0.16265124000072495 + (8.228562737281576 * ((0.0628341618756244 + (0.11803600614795468 * (-3.442291868563275 + (1.728032016896608 * x_2)))))**3))) - (0.945810009129532 + (0.20583009179004622 * (-3.694453183714725 + (1.849845799738913 * x_0))))))**2))),-0.0682061167213129*x_5 + 0.822073791486517*(-0.38075393075769192*x_0 + (8.228562737281576*(0.20396999777027055*x_2 - 0.34348022228516473)**3 - 0.16265124000072495)*(1.2942287597158455*x_1 - (-1.4847531602446364*x_3 - 48.80951019107826)*(0.0009096241242467287*(-0.0010598314737140694*x_4 - 7.6304481269599401)**2 - 0.02414276705412742) - 0.9066762741019382*cos(79.589377280525984*x_3 - 161.0173865242253) - 0.82445515317659114) - 0.18538037121150162)**2 - 0.59053103478327617,10.984064102172852,,200
feynman_test_20,ok,7,NoRef,0.3839786259130118,3.200357866042745,43,43,43,(0.001 + (0.1 * exp((((0.9 * (-2.5052288861366203 + (0.8487810534637035 * x_1))) + ((0.01 + (0.9 * (-2.5572280095030715 + (0.8621049992891755 * x_3)))) + ((0.1 + (-0.9 * (-2.6907610883925144 + (0.890707011566884 * x_4)))) + (-0.01 + (0.8 * (-2.7376235059154497 + (0.8673671831208826 * x_2))))))) + ((0.1 + (-0.8 * (-2.783570439639793 + (0.9233358890323494 * x_5)))) + (-0.1 + (0.006999999999999999 * (((5.0 + (-9.9 * (-2.4913618241411206 + (0.870112794150215 * x_0)))) - (0.001 + (3.0 * sin((0.08 + (-9.0 * (-1.6532529969200138 + (0.5406303341028174 * x_6)))))))))**2))))))),0.013563759677641772*exp(0.7639029481173332*x_1 + 0.6938937464967061*x_2 + 0.775894499360258*x_3 - 0.801636310410196*x_4 - 0.7386687112258796*x_5 + 0.006999999999999999*(-8.61411666208713*x_0 + 3.0*sin(4.865673006925357*x_6 - 14.959276972280124) + 29.663482058997095)**2) + 0.001,7.837774276733398,,200
feynman_test_3,ok,4,NoRef,0.9982511949537022,0.08139967187636249,29,27,29,((0.3 + (0.09300000000000001 * (-4.859006065813082 + (1.6427931891012966 * x_1)))) * ((0.2 + (0.057 * (-3.471159570853373 + (1.6737506595930596 * x_0)))) * (-66.9 + (-0.0006 * (((0.1 + (-69.9 * (-15.032047874287718 + (3.353815118292767 * x_3)))) + (0.3 + (61.1 * (-16.172015121786515 + (3.5941604003366345 * x_2))))))**2)))),-(0.095403787596804401*x_0 + 0.002143904461357742)*(0.1527797665864206*x_1 - 0.1518875641206167)*(0.0006*(219.60320046056837*x_2 - 234.4316767686644*x_3 + 63.030022471555483)**2 + 66.9),10.703520774841309,,200
feynman_test_4,ok,5,NoRef,0.964352316579175,0.09533161384192658,84,80,84,(-0.544 + (0.07 * sqrt(((-0.0796 + (-89.8 * inv((3.77 + (-3.434758293955252 + (1.7338496667716403 * x_0)))))) * ((((-84.2 + (-5.12 * (-3.631622653697142 + (1.8179962395743536 * x_4)))) - ((0.00066 + (-5.21 * (-3.4980833203229977 + (1.8537679695560751 * x_2)))) - ((0.011800000000000001 + (-10.9 * abs((0.645 + (-0.20500000000000002 * (-3.3956721904323857 + (1.6818367301853963 * x_3))))))) - (0.796 + (-2.45 * (((9.11 + (0.557 * (-3.631622653697142 + (1.8179962395743536 * x_4)))) * ((0.232 + (-0.0374 * (-8.409856081703799 + (0.8421415637065467 * x_1)))) * (0.00511 + (0.262 * (-3.631622653697142 + (1.8179962395743536 * x_4)))))))**2))))) - ((0.0007999999999999999 + (-0.00467 * ((-8.08 * (-3.3956721904323857 + (1.6818367301853963 * x_3))))**2)) + (0.00919 + (12.700000000000001 * (-8.409856081703799 + (0.8421415637065467 * x_1)))))) + (0.0010999999999999998 + (3.5700000000000003 * (-3.631622653697142 + (1.8179962395743536 * x_4))))))))),0.07*sqrt(-(0.13801443347502258*x_0 + 89.82668523980116)*(-10.695197859073144*x_1 + 9.6581311213871512*x_2 - 2.8178941713402477*x_4 + 2.45*(0.03149609448262485*x_1 - 0.5465286174557221)**2*(0.47631501476848066*x_4 - 0.9463751352686512)**2*(1.012623905442915*x_4 + 7.087186181890691)**2 + 0.00467*(13.589240779898002*x_3 - 27.437031298693677)**2 - 10.9*Abs(0.34477652968800628*x_3 - 1.3411127990386392) + 9.2154232519860041)/(1.7338496667716403*x_0 + 0.335241706044748)) - 0.544,9.49594497680664,,200
feynman_test_5,ok,4,NoRef,0.9539092250942217,0.6623861267893685,83,50,83,((-0.9510000000000001 + (-0.35000000000000003 * (-3.23468266994482 + (1.6591241874943665 * x_0)))) * (0.36200000000000004 + (-19.6 * inv((0.042 + (8.64 * sqrt((((-0.006829999999999999 + (0.00924 * (-3.5715645968617267 + (1.7740534831014714 * x_3)))) - (-0.009049999999999999 + (-0.023000000000000003 * (-3.463507310340305 + (1.7558292590522568 * x_1))))) - ((-0.9670000000000001 + (-0.12000000000000001 * (-3.5243486716001864 + (1.7355707966666627 * x_2)))) * (0.0937 + (0.00121 * abs((-8.13 + (12.700000000000001 * (-3.23468266994482 + (1.6591241874943665 * x_0)))))))))))))))),-(0.58069346562302832*x_0 - 0.18113893448068697)*(3.1276800000000006*sqrt(0.040384072958201912*x_1 + 0.016392254183857596*x_3 + (0.20826849559999954*x_2 + 0.54407815940797769)*(0.00121*Abs(21.070877181178456*x_0 - 49.210469908299217) + 0.0937) - 0.11044192501282938) - 19.584796000000001)/(8.64*sqrt(0.040384072958201912*x_1 + 0.016392254183857596*x_3 + (0.20826849559999954*x_2 + 0.54407815940797769)*(0.00121*Abs(21.070877181178456*x_0 - 49.210469908299217) + 0.0937) - 0.11044192501282938) + 0.042),10.879421710968018,,200
feynman_test_6,ok,7,NoRef,0.8683372498599419,0.18590348697544076,56,56,56,((-3.16 + (-0.058800000000000005 * arctan((5.68 + (0.924 * (-3.51997998884813 + (1.7280743807208145 * x_2))))))) - (-4.33 + (-8.45 * exp(((-0.034800000000000005 + (-0.321 * (-3.51997998884813 + (1.7280743807208145 * x_2)))) + (-0.376 + (-0.20700000000000002 * abs((((-2.4 * (-3.564003084010684 + (1.7270366227340548 * x_0))) - (0.0036899999999999997 + (-6.93 * (-3.464097052656947 + (1.740799776652784 * x_5))))) + (-0.00923 + (12.8 * sqrt((((0.668 * (-3.449152718312042 + (1.6976979855860372 * x_4))) + (0.060000000000000005 + (-0.433 * (-3.495416236538771 + (1.7382917673746647 * x_1))))) + ((-0.00946 + (0.521 * (-3.4017177863831747 + (1.6461681118362466 * x_3)))) + (3.37 + (-0.232 * (-3.4949213836164295 + (1.7467222493641044 * x_6)))))))))))))))))),17.344579169746598*exp(-0.55471187621138147*x_2 - 0.20700000000000002*Abs(4.1448878945617314*x_0 - 12.06374245220379*x_5 - 12.8*sqrt(-0.75268033527322981*x_1 + 0.85765358626668451*x_3 + 1.1340622543714729*x_4 - 0.40523956185247224*x_6 + 1.6685480088822213) + 15.465505173287001)) - 0.058800000000000005*atan(1.5967407277860327*x_2 + 2.42753849030433) + 1.17,9.38478422164917,,200
feynman_test_7,ok,5,NoRef,0.9972482214373999,0.061415222615207404,38,36,38,(-0.1 + (0.9 * sqrt((((3.6 + (-3.5817515635104775 + (1.71294374453043 * x_1))) + (0.01 + (-0.02 * (-5.4674033515100415 + (3.6309111090818504 * x_2))))) * ((12.8 + (3.2 * (-4.01008885957154 + (1.9368236560367404 * x_0)))) - (0.1 + (0.09000000000000001 * exp(((1.0 + (-0.9 * (-3.6016316191425464 + (1.7889994255916244 * x_4)))) + (-0.1 + (0.5 * (-5.4800875475190685 + (3.679942846274682 * x_3))))))))))))),0.9*sqrt(-(-6.1978356993175696*x_0 + 0.3654883314559212*exp(1.839971423137341*x_3 - 1.610099483032462*x_4) + 0.132284350628927)*(1.71294374453043*x_1 - 0.07261822218163701*x_2 + 0.13759650351972342)) - 0.1,8.778743982315063,,200
feynman_test_8,ok,4,NoRef,0.916715200343212,0.1371720318446739,43,43,43,((0.030000000000000002 + (0.008 * (-3.3653065153557096 + (1.6809530999057976 * x_0)))) * ((60.0 + (-2.0 * (-3.3653065153557096 + (1.6809530999057976 * x_0)))) + (0.02 + (-0.002 * (((70.0 + (-30.0 * (-3.3575040445859767 + (1.7014291673085824 * x_2)))) - ((0.1 + (14.5 * (-3.4363172184011948 + (1.7384611621281187 * x_1)))) + ((0.1 + (9.0 * (-3.3653065153557096 + (1.6809530999057976 * x_0)))) + ((-0.2 + (0.05 * (-3.4646197585343543 + (1.7925414576254786 * x_3)))) * (-0.001 + (87.4 * (-3.4646197585343543 + (1.7925414576254786 * x_3)))))))))**2)))),-(0.013447624799246381*x_0 + 0.0030775478771543247)*(3.3619061998115952*x_0 + 0.002*(15.128577899152178*x_0 + 25.207686850857721*x_1 + 51.042875019257472*x_2 + (0.089627072881273935*x_3 - 0.37323098792671774)*(156.66812339646684*x_3 - 302.80876689590259) - 250.63947964259801)**2 - 66.750613030711419),12.594685316085815,,200
feynman_test_9,ok,5,NoRef,0.6092157647395886,6731.381569255127,95,73,95,(((-3.52 + exp(((((((2.91 * inv(((-53.5 + (0.0917 * (-5.657145228365777 + (3.711512297913349 * x_0)))) - (90.60000000000001 + (65.2 * (-5.229820704398722 + (3.505187093079862 * x_1))))))) - (0.00938 + (1.94 * (-5.185088551029865 + (3.40858213908487 * x_4))))) + (0.902 + (49.6 * inv((4.83 + (0.883 * (-5.229820704398722 + (3.505187093079862 * x_1)))))))) - (-0.07790000000000001 + (-0.0166 * (-5.657145228365777 + (3.711512297913349 * x_0))))) + (0.07740000000000001 + (0.09140000000000001 * (-5.657145228365777 + (3.711512297913349 * x_0))))) * (0.389 + (0.0335 * (-5.657145228365777 + (3.711512297913349 * x_0))))))) * (-0.00172 + (0.934 * cos((2.23 + (0.014300000000000002 * (-2.5627625663383364 + (0.8211078402482829 * x_3)))))))) * (-0.0017 + (-0.061700000000000005 * (((-0.788 + (-0.299 * (-2.4930593469502407 + (0.8452017443213172 * x_2)))) * (5.11 + (1.82 * (-2.5627625663383364 + (0.8211078402482829 * x_3))))))**3))),(0.061700000000000005*(0.2527153215520738*x_2 + 0.042575255261878094)**3*(1.494416269251875*x_3 + 0.44577212926422791)**3 - 0.0017)*(exp((0.1243356619800972*x_0 + 0.1994856348497465)*(16.88114561484525*x_0 - 11326.48796066155*x_1 + (3.095080203189518*x_1 + 0.2120683180159285)*(0.3403456777186541*x_0 - 228.538198468807*x_1 + 196.3655497093555)*(0.4008433281746417*x_0 - 6.61264934982465*x_4 + 10.49602010433443) + 9740.348384389461)/((3.095080203189518*x_1 + 0.2120683180159285)*(0.3403456777186541*x_0 - 228.538198468807*x_1 + 196.3655497093555))) - 3.52)*(0.934*cos(0.011741842115550447*x_3 + 2.1933524953013618) - 0.00172),10.863272428512573,,200
first_principles_absorption,ok,1,NoRef,0.9907111042651774,0.1071156635763307,15,15,15,(0.792 + (2.22 * tan((0.0776 + (0.537 * arctan((0.9700000000000001 + (2.41 * (-0.748484636380034 + (0.08019887424858779 * x_0)))))))))),2.22*tan(0.537*atan(0.1932792869390966*x_0 - 0.833847973675882) + 0.0776) + 0.792,3.7344086170196533,,14
first_principles_bode,ok,1,BFGS,0.03863401865100424,5.962679696763234,28,28,28,((-0.8052390744664426 + (-6.498807510678238 * log((0.44692079872539925 + (0.022974421870830437 * cos((((-0.08941497020041038 + (-0.8292052721491802 * (0.3659119885901363 + (0.0030116213052686115 * x_0)))) - (0.01597497020041036 + (-0.010594727850819927 * (0.3659119885901363 + (0.0030116213052686115 * x_0))))) - ((-0.04418502979958965 + (-5.098794727850819 * (0.3659119885901363 + (0.0030116213052686115 * x_0)))) - ((0.3836850297995896 + (47.80879472785083 * (0.3659119885901363 + (0.0030116213052686115 * x_0)))) + (0.04908502979958965 + (43.07417420160655 * cos((3.856157255593732 + (0.23241001460418625 * (0.3659119885901363 + (0.0030116213052686115 * x_0)))))))))))))))) + (0.026250925533557443 + (0.2908987783247959 * (0.3659119885901363 + (0.0030116213052686115 * x_0))))),0.00087607695847956631*x_0 - 6.498807510678238*log(0.022974421870830437*cos(0.15687227865926955*x_0 + 43.07417420160655*cos(0.00069993095153975646*x_0 + 3.9411988662058124) + 19.431547006099199) + 0.44692079872539925) - 0.67254479847761786,3.7437527179718018,,8
